sentence1	sentence2	label
我申请提交已经36小时了。咋还是没电话打来确认。。。。。不会是把我的提交信息忽略了吧。。。。	你好，是这样，我最近身份证变更姓名了！银行卡也都变了。我打电话问了微粒贷客服，说我提供证件给你们，也可以把名字改过来，但是财付通的名字更换不了。我想问一下，我要是还清借款，还能再借么？我可以提供新名字的银行卡，但是绑定不了财付通	0
你好为什么我借钱输入身份证号出现输入错误次数过多无法借款	我借钱输入的信息明明是对的，为什么老是说信息错误呢？	1
一定要还清了贷款才可以再借是吗？	一次能借多少?多久还清	0
我想贷款但是理财里没有微粒贷	如何借款	0
借款换卡人呢	2:如何更改还款银行卡	1
为什么逾期没有自动扣款？	为什么还没有二次扣款	0
我想问问，如果我提前还了钱，可以马上再借吗？	提前还款额度会提升吗	0
可以再打个电话过来吗，刚才漏接了	你们客服电话号码多少	0
如何具备资格	具备什么资格可以	1
请问怎么验证启用账户？	开户成功可以借钱吗	0
我借3500，下月还清，利息是多少？	借500块钱，分五个月还，利息是多少	1
不好意思，错过了审核电话	刚有事没听到	1
后期借钱还需要身份验证吗	怎么补齐姓名和身份信息为何总说填写不正确的哦	0
今天还款失败，下次是什么时候自动还款	怎么说微粒贷还没到账？	0
以前我是用的建设银行，现在换成农业银行的	你好我想更还银行卡	0
实时转出没到账啊	你们今天打电话给我我没有接到，请问有什么事吗？	0
为什么借款一定要输入期数？	为什么一定要选择分期	1
怎么我的齐鲁设有显示了，求解释	你好我想问一下，我之前存了齐鲁稳固21天，怎么我现在在我的手机app里看不到呢？	1
农行充值限额	农业银行单日转账限额	1
能否将本月还款日期推迟到30号？	还款日期可否推迟五天	1
取消借款在哪里	等待电话中可以取消了借款吗	1
我申请借款后一直未接到电话	申请借钱后一直没接到电话	1
为什么我按时还款，但是现在无法借钱了呢？	我说可以十号还吗，我现在无法还款	0
我怎么开不了户啊	我开了户，怎么借不了款	0
如何计算每月还款金额	每期还款额度怎么计算？	1
帮我取消借款	怎么样撤销贷款	0
你好如果我借一万元，借两天便还清，那利息怎么算	你好请问我贷款700利息是多少	0
为什么提示我身份证号输入次数过多	为什么显示说身份信息输入多次错误？无法借款？我的身份证后四位并没有输入错误啊	1
我可以借款16000，我每天利息要还多少钱	我借27000一天要多少利息	1
逾期罚息怎么收费	逾期了一天怎么办	0
我要更改还款的银行号码，请问怎么操作？	如何改换银行卡，还款	1
2500的一天利息是多少	利息率？？	1
什么条件可以申请	借款资格	1
微粒代价绍	微粒代怎么代	0
我想把借款一次性还清，之后能不能给我寄一个结清证明？	出具还清证明	1
我什么时候可以向你借钱？	我想问下什么时候可以贷	1
开户怎么说我验证码失败	为什么我的邮储不了户	0
如何开通微粒贷	受邀	0
今天借500、明天还多少？	例如，借8500分10个月还，次月还多少	0
刚刚给我打电话没有接到	刚才没接到	1
怎么计算	比如我一个月还钱怎么利息怎么计算	1
10000借一年，利息多少？	1怎么计算	0
不能借钱应急啊？	一天内可以同时申请多笔借款吗	0
申请了。但是没接到电话	还没有接到你们电话了	1
为什么显示说身份信息输入多次错误？无法借款？我的身份证后四位并没有输入错误啊	怎么老是显示身份证输入错误啊	0
微信上的微粒货客服电话	客服电话是什么	1
哪里开通	开通不了微粒贷	0
开通w	+怎么开通	0
如果成功！一般几时到帐	多久开通一批名额	0
进去后显示无法借钱	为啥看到微粒贷图标审核又通不过？我个人信用没问题	0
9月份的钱是不是扣了	钱还了还能在贷吗	0
为什么我借款收不到手机验证除非用我的卡密码之后才能收到然后还是失败	支付密码是支付宝密码吗	0
什么时候那个钱到我帐	为什么审核这么久还没消息	0
催我还款那人电话多少	多少分钟才打电话过来认证？	0
你们的借款可以提现吗	借贷的钱，可以提现么？	1
什么时候可以开始发贷	什么时候可以借到钱，还贷怎么还？	0
如何成为受邀客户	如何成为邀请的客人	1
亲，这个电话确认时间有没有规定	你好！我提交了申请，要电话确认，请问要多长时间？	1
没到时间还清账单～利息怎么算	2万0.05%，那一天是多少利息？	0
1000元五期利息是多少	10个月多少利息	1
如何知道消费的渠道	如借1万元是一年到期还，还是分几个月还	0
未满足条件是什么原	审批条件	0
我想问一下微粒贷需要什么资格才能开通	人工客服	0
分期怎么分？	10000元申请5个月分期，但是到了第三个月我想把剩下的两个月都还掉可不可以	0
一万利息多少	一万一天利息是五块？	0
卡内余额够但是不能提前还款	如果今天提前还款还清，明天马上可以借了吗？	0
为什么还没有接到借款审核电话？	今天扣款没成功，我已经存好了，怎么没有再自动扣款？	0
还是原来的银行卡号，只是换了一下手机号就没有了	更改手机号	1
您好我今天还款怎么还没有扣啊	您好，我今天该还贷款，可是为啥还没自动扣除呢	1
微粒贷借不到钱啊	怎么借不了款	1
我之前已经借过一次了的，现在又想借怎么说我综合评估不通过了，怎么回事？	提高评估	0
如何提前还掉	如果不用了一次性还款怎么样还	1
2016什么时候能贷	你好！我什么时侯才有你们微粒贷这个功能	0
余额充足的为什么还款不成功	你好，今天还款日，我银行卡里面有足够金额，但为什么还款不成功？那我需要怎么做？	1
微粒贷图标不见了	为什么我的微粒贷不见了	1
我这么才能让自己达到审批要求	如何能达到审批要求	1
可以刷卡消费	我的还款期	0
微信咋绑定身份证号码	就是给你身份证号吗	0
我提前还款了。还可以贷款	5:如何题前还清	0
验证的手机号怎么更改	银行预留手机号不符	1
我提前还款了。还可以贷款	我提前还款了还可以再借吗	1
你好，怎么提额度	一般可以借多少钱啊！	0
app无法下载	下载后呢	0
为什么不可以提前还	一共有6笔借款，提前还清一笔借款额度怎么恢复？	0
综合评分未通过是什么意思？	这个怎么才能通过	0
1000元钱要多少利息？	10000每天还多少	0
不是三分钟到吗？咋还没有到	7的抢购怎么参与	0
亲，想问一下，如果我全额还了，需要的时候是不是可以在借了	一次性还完可以继续借吗	1
如何成为微粒贷	借款	0
不知道我是不是邀请的客人	为什么我的微信里没有微信贷功能	0
逾期三天要可以吗？	不就是之前逾期过吗	0
取消绑定	为什么我开通不了你们的微众号	0
广发	现在支持那些银行	1
等多久	人工服务	1
怎么操作	微众卡怎么用	1
为什么我借钱交易失败	开通借款申请失败	1
一般银行什么时候打电话确认	不好意思，晚上来电没有听见。	0
你好,今天微信登陆不上,怎么回事?	'怎么登不上	1
你们老板叫什么名字？	你们的老板是不是？	1
全额提前还清	你好我想问下微信钱包借钱后可以一次性提前还清吗	1
解绑	客服电话多少	0
怎么取消贷款	微粒贷被我关闭了	0
为什么我开通失败	我在还款时显示，你的证件类型不符，请确认证件类型和证件号输入正确……这是什么意思	0
为什么出现微粒贷却评估不通过？	为什么会有短信说审核不通过	1
多久可提升	多久才学提高额度	1
为毛没有	如何计算违约金	0
还款日几点扣款	最后还款日	0
晚上你们也会电话审核吗	你好，电话审核一般要多久	1
怎么样才能受到邀请	一般多久更新额度的	0
一次性提前还款要不要付利息的	不是，共十万，每月提前还一万，手续费怎么扣	1
问题是扣钱失败	不是最高可以贷二十万吗	0
未满足银行的审批要求什么意思？	未通过审批是什么意思	1
什么情况，我没接到电话	为什么我接不到确认电话呢	1
我进入了银行卡，找不，借钱	为什么我没微粒贷功能	0
借款一万五个月，一个月提前还清，利息怎么算	、提前还款怎么办	0
如何借款	开通后会不会记息	0
怎么关掉	我要关闭	1
你好、我卡里面有钱的。	你好！我的卡上有钱为什么不扣啊	1
你好！如何更改还款银行卡	不想更改还款银行卡	0
可以申请借钱不	QQ不能开户吗	0
不满足借钱的要求什么意思	不满足银行审批要求	1
什么时候可以借到钱	什么时候可以第二次借款	0
微信被盗微粒贷安全吗？	微信借钱可以还信用卡吗	0
尼玛的为什么我没有额度	开通了没额度什么原因	1
如果我现在提前还清能再借款吗	我提前还清了是立即回复额度可以在贷吗	1
身份证号码不对	怎样添加身份证	0
3.怎么计算利息	微粒贷的利息是怎么计算的	1
多久会打来	什么时候审核电话会打来	0
可以开证明，证明已还款吗？	你好，我想问一下前两天要求寄一份结清证明过来，现在到哪了能查到吗！	0
如何借款	征信上怎么显	0
电话打过来无法接通呀	我想把这个上次的分期改为12期。可以吗？	0
多久会打来	12点以后再打，可以吗，现在不方便	0
我是苹果5的，可没借钱功能	我手机没有微粒贷页面	1
逾期一天会黑名单吗？	逾期一天也会收罚款吗	0
可以贷多久	提前还清可以再借吗	0
多久信誉额度才会有提升	多久才会提升金额	1
在我的财付通里面找不到微粒贷图标	我还款的原卡掉了，又补办。绑定了财付通可以从这张卡上扣扣不	0
你好，我的微粒贷己结清，现在要办一笔房贷，银行要求我提供结清证明和柜台流水，你们可以提供吗?	你好，怎么能开结清证明	0
qq微粒贷，怎么申请	开通微粒贷撒	1
能否回到，点击进去，看不到额度	综合评审未过无法查看额度	1
免息卷	七天免息卷能用嘛	1
为何借不出来	为什么我借款不成功，几次了	1
你们利息是多少	微粒贷利息是几分	0
惜款失败	您好刚刚申请了借款，为什么会失败	1
什么时候能开放微信公众号借还款？	假如明天是还款日，下午存钱到代扣卡里可以吗？	0
是这样的，我这边征信查出来有一笔消费贷款，但是现在我已还清了，能否给我出一张结清证明	我需要结清证明	1
